sentence_id,chunk_id,subchunk_id,order_idx,char_start,char_end_incl,pali_text
s_000013_004_083,chunk_000013,sc_000013_004,83,6600,6720,Tañhi tassāti yasmā taṃ piṇḍapātapaṭikkhipanaṃ tassa bhikkhuno dīgharattaṃ appicchatāya…pe… vīriyārambhāya saṃvattissati.
s_000013_004_084,chunk_000013,sc_000013_004,84,6722,6728,Kathaṃ?
s_000013_004_085,chunk_000013,sc_000013_004,85,6730,6825,Tassa hi sace aparena samayena paccayesu atricchatā vā pāpicchatā vā mahicchatā vā uppajjissati.
s_000013_004_086,chunk_000013,sc_000013_004,86,6827,6981,Tato naṃ iminā piṇḍapātapaṭikkhepaṅkusena nivāressati ‘‘are tvaṃ sugatātirittampi piṇḍapātaṃ paṭikkhipitvā īdisaṃ icchaṃ uppādesī’’ti evaṃ paccavekkhamāno.
s_000013_004_087,chunk_000013,sc_000013_004,87,6983,7038,Esa nayo asantuṭṭhiyā asaṃlekhassa cuppannassa nivāraṇe.
s_000013_004_088,chunk_000013,sc_000013_004,88,7040,7102,Evaṃ tāvassa appicchatāya santuṭṭhiyā saṃlekhāya saṃvattissati.
s_000013_004_089,chunk_000013,sc_000013_004,89,7104,7197,Subharatāyāti ettha ayaṃ saṃvaṇṇanā – idhekacco attanopi upaṭṭhākānampi dubbharo hoti dupposo.
s_000013_004_090,chunk_000013,sc_000013_004,90,7199,7249,Ekacco attanopi upaṭṭhākānampi subharo hoti suposo.
s_000013_004_091,chunk_000013,sc_000013_004,91,7251,7257,Kathaṃ?
s_000013_004_092,chunk_000013,sc_000013_004,92,7259,7439,"Yo hi ambilādīni laddhā anambilādīni pariyesati, aññassa ghare laddhaṃ aññassa ghare chaḍḍento sabbaṃ gāmaṃ vicaritvā rittapattova vihāraṃ pavisitvā nipajjati, ayaṃ attano dubbharo."
s_000013_005_093,chunk_000013,sc_000013_005,93,7441,7664,"Yo pana sālimaṃsodanādīnaṃ patte pūretvā dinnepi dummukhabhāvaṃ anattamanabhāvameva ca dasseti, tesaṃ vā sammukhāva taṃ piṇḍapātaṃ ‘‘kiṃ tumhehi dinna’’nti apasādento sāmaṇeragahaṭṭhādīnampi deti, ayaṃ upaṭṭhākānaṃ dubbharo."
s_000013_005_094,chunk_000013,sc_000013_005,94,7666,7740,Etaṃ disvā manussā dūrato parivajjanti dubbharo bhikkhu na sakkā positunti.
s_000013_005_095,chunk_000013,sc_000013_005,95,7742,7867,"Yo pana yaṃkiñci lūkhaṃ vā paṇītaṃ vā laddhā tuṭṭhacittova bhuñjitvā vihāraṃ gantvā attano kammaṃ karoti, ayaṃ attano subharo."
s_000013_005_096,chunk_000013,sc_000013_005,96,7869,8032,"Yo ca paresampi appaṃ vā bahuṃ vā lūkhaṃ vā paṇītaṃ vā dānaṃ ahīḷetvā attamano vippasannamukho hutvā tesaṃ sammukhāva paribhuñjitvā yāti, ayaṃ upaṭṭhākānaṃ subharo."
s_000013_005_097,chunk_000013,sc_000013_005,97,8034,8174,"Etaṃ disvā manussā ativiya vissatthā honti – ‘‘amhākaṃ bhadanto subharo thokenapi tussati, mayameva naṃ posissāmā’’ti paṭiññaṃ katvā posenti."
s_000013_005_098,chunk_000013,sc_000013_005,98,8176,8272,Tattha sace aparena samayena assa attano vā upaṭṭhākānaṃ vā dubbharatānayena cittaṃ uppajjissati.
s_000013_005_099,chunk_000013,sc_000013_005,99,8274,8466,"Tato naṃ iminā piṇḍapātapaṭikkhepaṅkusena nivāressati – ‘‘are tvaṃ sugatātirittampi piṇḍapātaṃ paṭikkhipitvā īdisaṃ cittaṃ uppādesī’’ti evaṃ paccavekkhamāno, evamassa subharatāya saṃvattissati."
s_000013_005_100,chunk_000013,sc_000013_005,100,8468,8741,"Sace panassa kosajjaṃ uppajjissati, tampi etenevaṅkusena nivāressati – ‘‘are tvaṃ nāma tadā sugatātirittampi piṇḍapātaṃ paṭikkhipitvā tathā jighacchādubbalyaparetopi samaṇadhammaṃ katvā ajja kosajjamanuyuñjasī’’ti evaṃ paccavekkhamāno, evamassa vīriyārambhāya saṃvattissati."
s_000013_005_101,chunk_000013,sc_000013_005,101,8743,8837,Evamassa idaṃ piṇḍapātapaṭikkhipanaṃ dīgharattaṃ appicchatāya…pe… vīriyārambhāya saṃvattissati.
s_000013_005_102,chunk_000013,sc_000013_005,102,8839,8903,Evamassime pañca guṇā paripūrā dasa kathāvatthūni paripūressanti.
s_000013_005_103,chunk_000013,sc_000013_005,103,8905,8911,Kathaṃ?
s_000013_005_104,chunk_000013,sc_000013_005,104,8913,9016,"Atra hi pāḷiyaṃyeva appicchatāsantuṭṭhitāvīriyārambhavasena tīṇi āgatāni, sesāni sallekhena saṅgahitāni."
s_000013_005_105,chunk_000013,sc_000013_005,105,9018,9071,"Idañhi sabbakathāvatthūnaṃ nāmameva, yadidaṃ sallekho."
s_000013_005_106,chunk_000013,sc_000013_005,106,9073,9238,"Yathāha – ‘‘yā ca kho ayaṃ, ānanda, kathā abhisallekhikā cetovinīvaraṇasappāyā ekantanibbidāya virāgāya nirodhāya upasamāya abhiññāya sambodhāya nibbānāya saṃvattati."
s_000013_006_107,chunk_000013,sc_000013_006,107,9240,9300,"Seyyathidaṃ, appicchakathā’’ti (ma. ni. 3.189, 192) vitthāro."
s_000013_006_108,chunk_000013,sc_000013_006,108,9302,9364,Evaṃ ime pañca guṇā paripūrā dasa kathāvatthūni paripūressanti.
s_000013_006_109,chunk_000013,sc_000013_006,109,9366,9423,Dasa kathāvatthūni paripūrāni tisso sikkhā paripūressanti.
s_000013_006_110,chunk_000013,sc_000013_006,110,9425,9431,Kathaṃ?
s_000013_006_111,chunk_000013,sc_000013_006,111,9433,9541,Etesu hi appicchakathā santosakathā asaṃsaggakathā sīlakathāti imā catasso kathā adhisīlasikkhāsaṅgahitāyeva.
s_000013_006_112,chunk_000013,sc_000013_006,112,9543,9624,Pavivekakathā vīriyārambhakathā samādhikathāti imā tisso adhicittasikkhasaṅgahitā.
s_000013_006_113,chunk_000013,sc_000013_006,113,9626,9712,Paññākathā vimuttikathā vimuttiñāṇadassanakathāti imā tisso adhipaññāsikkhāsaṅgahitāti.
s_000013_006_114,chunk_000013,sc_000013_006,114,9714,9776,Evaṃ dasa kathāvatthūni paripūrāni tisso sikkhā paripūressanti.
s_000013_006_115,chunk_000013,sc_000013_006,115,9778,9842,Tisso sikkhā paripūrā pañca asekkhadhammakkhandhe paripūressanti.
s_000013_006_116,chunk_000013,sc_000013_006,116,9844,9850,Kathaṃ?
s_000013_006_117,chunk_000013,sc_000013_006,117,9852,10091,"Paripūrā hi adhisīlasikkhā asekkho sīlakkhandhoyeva hoti, adhicittasikkhā asekkho samādhikkhandho, adhipaññāsikkhā asekkhā paññā-vimutti-vimuttiñāṇadassanakkhandhā evāti evaṃ tisso sikkhā paripūrā pañca asekkhadhammakkhandhe paripūressanti."
s_000013_006_118,chunk_000013,sc_000013_006,118,10093,10153,Pañca dhammakkhandhā paripūrā amataṃ nibbānaṃ paripūressanti.
s_000013_006_119,chunk_000013,sc_000013_006,119,10155,10244,Seyyathāpi uparipabbate pāvussako mahāmegho abhivuṭṭho pabbatakandarasarasākhā paripūreti.
s_000013_006_120,chunk_000013,sc_000013_006,120,10246,10489,"Tā paripūrā kusobbhe, kusobbhā mahāsobbhe, mahāsobbhā kunnadiyo, kunnadiyo mahānadiyo, mahānadiyo mahāsamuddasāgaraṃ paripūrenti; evameva tassa bhikkhuno ime pañca guṇā paripūrā dasa kathāvatthuni ādiṃ katvā yāva amataṃ nibbānaṃ paripūressanti."
s_000013_006_121,chunk_000013,sc_000013_006,121,10491,10663,"Evamayaṃ bhikkhu dhammadāyādapaṭipadaṃ paṭipanno paramadhammadāyādaṃ labhatīti etamatthaṃ sampassamāno bhagavā ‘‘taṃ kissa hetu tañhi tassa, bhikkhave, bhikkhuno’’tiādimāha."
s_000013_006_122,chunk_000013,sc_000013_006,122,10665,10804,Evaṃ tassa bhikkhuno pujjatarapāsaṃsatarabhāvaṃ kāraṇena sādhetvā idāni te bhikkhū tathattāya sanniyojento tasmā tiha me bhikkhavetiādimāha.
s_000013_006_123,chunk_000013,sc_000013_006,123,10806,10918,"Kiṃ vuttaṃ hoti, yasmā yo taṃ piṇḍapātaṃ bhuñjitvā samaṇadhammaṃ kareyya, so imehi pañcahi mūlaguṇehi paribāhiro."
s_000013_006_124,chunk_000013,sc_000013_006,124,10920,11020,"Yo pana abhuñjitvā kareyya, so imesaṃ bhāgī hoti – ‘‘tasmā tiha me, bhikkhave…pe… no āmisadāyādā’’ti."
s_000013_006_125,chunk_000013,sc_000013_006,125,11022,11123,Idamavoca bhagavāti idaṃ nidānapariyosānato pabhuti yāva no āmisadāyādāti suttappadesaṃ bhagavā avoca.
s_000013_006_126,chunk_000013,sc_000013_006,126,11125,11239,Idaṃ vatvāna sugatoti idañca suttappadesaṃ vatvāva sobhanāya paṭipadāya gatattā sugatoti saṅkhaṃ pattoyeva bhagavā.
s_000013_007_127,chunk_000013,sc_000013_007,127,11241,11367,Uṭṭhāyāsanā vihāraṃ pāvisī paññattavarabuddhāsanato uṭṭhahitvā vihāraṃ attano mahāgandhakuṭiṃ pāvisi asambhinnāya eva parisāya.
s_000013_007_128,chunk_000013,sc_000013_007,128,11369,11393,Kasmā dhammathomanatthaṃ.
s_000013_007_129,chunk_000013,sc_000013_007,129,11395,11519,Buddhā kira apariniṭṭhitāya desanāya vihāraṃ pavisantā dvīhi kāraṇehi pavisanti puggalathomanatthaṃ vā dhammathomanatthaṃ vā.
s_000013_007_130,chunk_000013,sc_000013_007,130,11521,12141,"Puggalathomanatthaṃ pavisanto evaṃ cintesi – ‘‘imaṃ mayā saṃkhittena uddesaṃ uddiṭṭhaṃ, vitthārena avibhattaṃ, dhammapaṭiggāhakā bhikkhū uggahetvā ānandaṃ vā kaccānaṃ vā upasaṅkamitvā pucchissanti, te mayhaṃ ñāṇena saṃsandetvā kathessanti, tato dhammapaṭiggāhakā puna maṃ pucchissanti, tesaṃ ahaṃ sukathitaṃ, bhikkhave, ānandena sukathitaṃ kaccānena, maṃ cepi tumhe etamatthaṃ puccheyyātha, ahampi naṃ evameva byākareyyanti evaṃ te puggale thomessāmi, tato tesu gāravaṃ janetvā bhikkhū upasaṅkamissanti, tepi bhikkhū atthe ca dhamme ca niyojessanti, te tehi niyojitā tisso sikkhā paripūrentā dukkhassantaṃ karissantī’’ti."
s_000013_007_131,chunk_000013,sc_000013_007,131,12143,12457,"Dhammathomanatthaṃ pavisanto evaṃ cintesi, yathā idheva cintesi – ‘‘mayi vihāraṃ paviṭṭhe tameva āmisadāyādaṃ garahanto dhammadāyādañca thomento imissaṃyeva parisati nisinno sāriputto dhammaṃ desessati, evaṃ dvinnampi amhākaṃ ekajjhāsayāya matiyā desitā ayaṃ desanā aggā ca garukā ca bhavissati pāsāṇacchattasadisā."
s_000013_007_132,chunk_000013,sc_000013_007,132,12459,12567,Caturoghanittharaṇaṭṭhena titthe ṭhapitā nāvā viya maggagamanaṭṭhena catuyuttaājaññaratho viya ca bhavissati.
s_000013_007_133,chunk_000013,sc_000013_007,133,12569,12914,"Yathā ca ‘evaṃ karontassa ayaṃ daṇḍo’ti parisati āṇaṃ ṭhapetvā uṭṭhāyāsanā pāsādaṃ āruḷhe rājini tattheva nisinno senāpati taṃ raññā ṭhapitaṃ āṇaṃ pavatteti; evampi mayā ṭhapitaṃ desanaṃ imissaṃyeva parisati nisinno sāriputto thometvā desessati, evaṃ dvinnampi amhākaṃ matiyā desitā ayaṃ desanā balavatarā majjhanhikasūriyo viya pajjalissatī’’ti."
s_000013_007_134,chunk_000013,sc_000013_007,134,12916,12970,Evamidha dhammathomanatthaṃ uṭṭhāyāsanā vihāraṃ pāvisi.
s_000013_007_135,chunk_000013,sc_000013_007,135,12972,13066,Īdisesu ca ṭhānesu bhagavā nisinnāsaneyeva antarahito cittagatiyā vihāraṃ pavisatīti veditabbo.
s_000013_008_136,chunk_000013,sc_000013_008,136,13068,13228,"Yadi hi kāyagatiyā gaccheyya, sabbā parisā bhagavantaṃ parivāretvā gaccheyya, sā ekavāraṃ bhinnā puna dussannipātā bhaveyyāti bhagavā cittagatiyā eva pāvisi. 31."
s_000013_008_137,chunk_000013,sc_000013_008,137,13230,13349,Evaṃ paviṭṭhe pana bhagavati bhagavato adhippāyānurūpaṃ taṃ dhammaṃ thometukāmo tatra kho āyasmā sāriputto…pe…etadavoca.
s_000013_008_138,chunk_000013,sc_000013_008,138,13351,13382,Tattha āyasmāti piyavacanametaṃ.
s_000013_008_139,chunk_000013,sc_000013_008,139,13384,13445,"Sāriputtoti tassa therassa nāmaṃ, tañca kho mātito, na pitito."
s_000013_008_140,chunk_000013,sc_000013_008,140,13447,13507,"Rūpasāriyā hi brāhmaṇiyā so putto, tasmā sāriputtoti vuccati."
s_000013_008_141,chunk_000013,sc_000013_008,141,13509,13553,Acirapakkantassāti pakkantassa sato nacirena.
s_000013_008_142,chunk_000013,sc_000013_008,142,13555,13639,"Āvuso, bhikkhaveti ettha pana buddhā bhagavanto sāvake ālapantā bhikkhaveti ālapanti."
s_000013_008_143,chunk_000013,sc_000013_008,143,13641,13729,Sāvakā pana buddhehi sadisā mā homāti āvusoti paṭhamaṃ vatvā pacchā bhikkhaveti bhaṇanti.
s_000013_008_144,chunk_000013,sc_000013_008,144,13731,13810,"Buddhehi ca ālapito bhikkhusaṅgho bhadanteti paṭivacanaṃ deti, sāvakehi āvusoti."
s_000013_008_145,chunk_000013,sc_000013_008,145,13812,13898,"Kittāvatā nu kho, āvusoti ettha kittāvatāti paricchedavacanaṃ, kittakenāti vuttaṃ hoti."
s_000013_008_146,chunk_000013,sc_000013_008,146,13900,13916,Nukāro pucchāyaṃ.
s_000013_008_147,chunk_000013,sc_000013_008,147,13918,13938,Khokāro nipātamattaṃ.
s_000013_008_148,chunk_000013,sc_000013_008,148,13940,14031,"Satthu pavivittassa viharatoti, tīhi vivekehi kāyacittaupadhivivekehi satthuno viharantassa."
s_000013_008_149,chunk_000013,sc_000013_008,149,14033,14048,Vivekaṃ nānusikk
s_000014_001_001,chunk_000014,sc_000014_001,1,0,116,"hantīti tiṇṇaṃ vivekānaṃ aññatarampi nānusikkhanti, āmisadāyādāva hontīti imamatthaṃ āyasmā sāriputto bhikkhū pucchi."
s_000014_001_002,chunk_000014,sc_000014_001,2,118,140,Esa nayo sukkapakkhepi.
s_000014_001_003,chunk_000014,sc_000014_001,3,142,204,Evaṃ vutte tamatthaṃ sotukāmā bhikkhū dūratopi khotiādimāhaṃsu.
s_000014_001_004,chunk_000014,sc_000014_001,4,206,291,Tattha dūratopīti tiroraṭṭhatopi tirojanapadatopi anekayojanagaṇanatopīti vuttaṃ hoti.
s_000014_001_005,chunk_000014,sc_000014_001,5,293,309,Santiketi samīpe.
s_000014_001_006,chunk_000014,sc_000014_001,6,311,338,Aññātunti jānituṃ bujjhituṃ.
s_000014_001_007,chunk_000014,sc_000014_001,7,340,481,"Āyasmantaṃyeva sāriputtaṃ paṭibhātūti āyasmatoyeva sāriputtassa bhāgo hotu, āyasmā pana sāriputto attano bhāgaṃ katvā vibhajatūti vuttaṃ hoti."
s_000014_001_008,chunk_000014,sc_000014_001,8,483,600,"Āyasmato hi bhāgo yadidaṃ atthakkhānaṃ, amhākaṃ pana savanaṃ bhāgoti ayamettha adhippāyo, evaṃ saddalakkhaṇena sameti."
s_000014_001_009,chunk_000014,sc_000014_001,9,602,646,Keci pana bhaṇanti ‘‘paṭibhātūti dissatū’’ti.
s_000014_001_010,chunk_000014,sc_000014_001,10,648,669,Apare ‘‘upaṭṭhātū’’ti.
s_000014_001_011,chunk_000014,sc_000014_001,11,671,714,Dhāressantīti uggahessanti pariyāpuṇissanti.
s_000014_001_012,chunk_000014,sc_000014_001,12,716,761,Tato nesaṃ kathetukāmo thero tena hītiādimāha.
s_000014_001_013,chunk_000014,sc_000014_001,13,763,790,Tattha tenāti kāraṇavacanaṃ.
s_000014_001_014,chunk_000014,sc_000014_001,14,792,805,Hikāro nipāto.
s_000014_001_015,chunk_000014,sc_000014_001,15,807,890,"Yasmā sotukāmāttha, yasmā ca mayhaṃ bhāraṃ āropayittha, tasmā suṇāthāti vuttaṃ hoti."
s_000014_001_016,chunk_000014,sc_000014_001,16,892,977,"Tepi bhikkhū therassa vacanaṃ sampaṭicchiṃsu, tenāha ‘‘evamāvusoti…pe…paccassosu’’nti."
s_000014_001_017,chunk_000014,sc_000014_001,17,979,1268,"Atha nesaṃ, āmisadāyādaṃ garahantena bhagavatā ‘‘tumhepi tena ādiyā bhaveyyāthā’’ti ekenevākārena vuttamatthaṃ tīhi ākārehi dassento āyasmā sāriputto etadavoca – ‘‘idhāvuso, satthu pavivittassa viharato…pe… ettāvatā kho, āvuso, satthu pavivittassa viharato sāvakā vivekaṃ nānusikkhantī’’ti."
s_000014_001_018,chunk_000014,sc_000014_001,18,1270,1474,"Ettāvatā yañca bhagavā āmisadāyādapaṭipadaṃ garahanto ‘‘tumhepi tena ādiyā bhaveyyāthā’’ti āha, yañca attanā pucchaṃ pucchi ‘‘kittāvatā nu kho…pe… nānusikkhantī’’ti, tassa vitthārato attho suvibhatto hoti."
s_000014_001_019,chunk_000014,sc_000014_001,19,1476,1520,So ca kho bhagavato ādiyabhāvaṃ anāmasitvāva.
s_000014_001_020,chunk_000014,sc_000014_001,20,1522,1624,"Bhagavatoyeva hi yuttaṃ sāvake anuggaṇhantassa ‘‘ahampi tena ādiyo bhavissāmī’’ti vattuṃ, na sāvakānaṃ."
s_000014_001_021,chunk_000014,sc_000014_001,21,1626,1684,"Esa nayo sukkapakkhepi, ayaṃ tāvettha anusandhikkamayojanā."
s_000014_001_022,chunk_000014,sc_000014_001,22,1686,1794,"Ayaṃ panatthavaṇṇanā idhāti imasmiṃ sāsane, satthu pavivittassāti satthuno tīhi vivekehi accantapavivittassa."
s_000014_001_023,chunk_000014,sc_000014_001,23,1796,1875,"Vivekaṃ nānusikkhantīti kāyavivekaṃ nānusikkhanti, na paripūrentīti vuttaṃ hoti."
s_000014_002_024,chunk_000014,sc_000014_002,24,1877,1943,"Yadi pana tividhaṃ vivekaṃ sandhāya vadeyya, pucchāya aviseso siyā."
s_000014_002_025,chunk_000014,sc_000014_002,25,1945,1968,Byākaraṇapakkho hi ayaṃ.
s_000014_002_026,chunk_000014,sc_000014_002,26,1970,2127,"Tasmā iminā padena kāyavivekaṃ, ‘‘yesañca dhammāna’’ntiādinā cittavivekaṃ, ‘‘bāhulikā’’tiādinā upadhivivekañca dassetīti evamettha saṅkhepato attho veditabbo."
s_000014_002_027,chunk_000014,sc_000014_002,27,2129,2233,"Yesañca dhammānanti lobhādayo sandhāyāha, ye parato ‘‘tatrāvuso lobho ca pāpako’’tiādinā nayena vakkhati."
s_000014_002_028,chunk_000014,sc_000014_002,28,2235,2308,"Nappajahantīti na pariccajanti, cittavivekaṃ na paripūrentīti vuttaṃ hoti."
s_000014_002_029,chunk_000014,sc_000014_002,29,2310,2348,Bāhulikāti cīvarādibāhullāya paṭipannā.
s_000014_002_030,chunk_000014,sc_000014_002,30,2350,2387,Sāsanaṃ sithilaṃ gaṇhantīti sāthalikā.
s_000014_002_031,chunk_000014,sc_000014_002,31,2389,2512,"Okkamane pubbaṅgamāti ettha okkamanaṃ vuccanti avagamanaṭṭhena pañca nīvaraṇāni, tena pañcanīvaraṇapubbaṅgamāti vuttaṃ hoti."
s_000014_002_032,chunk_000014,sc_000014_002,32,2514,2545,Paviveketi upadhiviveke nibbāne.
s_000014_002_033,chunk_000014,sc_000014_002,33,2547,2667,"Nikkhittadhurāti oropitadhurā, tadadhigamāya ārambhampi akurumānāti, ettāvatā upadhivivekaṃ na paripūrentīti vuttaṃ hoti."
s_000014_002_034,chunk_000014,sc_000014_002,34,2669,2742,Ettāvatā aniyameneva vatvā idāni desanaṃ niyamento ‘‘tatrāvuso’’tiādimāha.
s_000014_002_035,chunk_000014,sc_000014_002,35,2744,2749,Kasmā?
s_000014_002_036,chunk_000014,sc_000014_002,36,2751,2944,"Sāvakā ‘‘tīhi ṭhānehī’’ti evañhi aniyametvāva vuccamāne ‘‘kampi maññe bhaṇati, na amhe’’ti udāsināpi honti. ‘‘Therā navā majjhimā’’ti evaṃ pana niyametvā vuccamāne amhe bhaṇatīti ādaraṃ karonti."
s_000014_002_037,chunk_000014,sc_000014_002,37,2946,3194,"Yathā raññā ‘‘amaccehi nagaravīthiyo sodhetabbā’’ti vuttepi ‘‘kena nu kho sodhetabbā’’ti maññamānā na sodhenti, attano attano gharadvāraṃ sodhetabbanti pana bheriyā nikkhantāya sabbe muhuttena sodhenti ca alaṅkaronti ca, evaṃsampadamidaṃ veditabbaṃ."
s_000014_002_038,chunk_000014,sc_000014_002,38,3196,3224,Tattha tatrāti tesu sāvakesu.
s_000014_002_039,chunk_000014,sc_000014_002,39,3226,3260,Therāti dasavasse upādāya vuccanti.
s_000014_002_040,chunk_000014,sc_000014_002,40,3262,3290,Tīhi ṭhānehīti tīhi kāraṇehi.
s_000014_002_041,chunk_000014,sc_000014_002,41,3292,3637,Ayañhi ṭhānasaddo issariyaṭṭhitikhaṇakāraṇesu dissati. ‘‘Kiṃ panāyasmā devānamindo kammaṃ katvā imaṃ ṭhānaṃ patto’’tiādīsu hi issariye dissati. ‘‘Ṭhānakusalo hoti akkhaṇavedhī’’tiādīsu ṭhitiyaṃ. ‘‘Ṭhānasovetaṃ tathāgataṃ paṭibhātī’’tiādīsu (ma. ni. 2.87) khaṇe. ‘‘Ṭhānañca ṭhānato aṭṭhānañca aṭṭhānato’’tiādīsu (vibha. 809; ma. ni. 1.148) kāraṇe.
s_000014_002_042,chunk_000014,sc_000014_002,42,3639,3659,Idha pana kāraṇeyeva.
s_000014_002_043,chunk_000014,sc_000014_002,43,3661,3745,"Kāraṇañhi yasmā tattha phalaṃ tiṭṭhati tadāyattavuttibhāvena, tasmā ṭhānanti vuccati."
s_000014_002_044,chunk_000014,sc_000014_002,44,3747,3822,Iminā paṭhamena ṭhānena therā bhikkhū gārayhāti ettha gārayhāti garahitabbā.
s_000014_003_045,chunk_000014,sc_000014_003,45,3824,4081,"Therā nāma samānā araññavanapatthāni pantāni senāsanāni na upenti, gāmantasenāsanaṃ na muñcanti, saṅgaṇikārāmataṃ vaḍḍhentā viharanti, kāyavivekampi na paripūrenti, navamajjhimakāle kīdisā ahesunti evaṃ ninditabbā honti, imaṃ nindaṃ āvuso labhantīti dasseti."
s_000014_003_046,chunk_000014,sc_000014_003,46,4083,4389,"Dutiyena ṭhānenāti etthāpi ime nāma āvuso therāpi samānā yesaṃ dhammānaṃ satthā pahānamāha, te lobhādidhamme na jahanti, accharāsaṅghātamattampi ekamantaṃ nisīditvā cittekaggataṃ na labhanti, navamajjhimakāle kīdisā ahesunti evaṃ ninditabbā honti, imaṃ nindaṃ āvuso labhantīti dassetīti evaṃ yojanā kātabbā."
s_000014_003_047,chunk_000014,sc_000014_003,47,4391,4676,"Tatiyena ṭhānenāti etthāpi ime nāmāvuso, therāpi samānā itarītarena na yāpenti, cīvarapattasenāsanapūtikāyamaṇḍanānuyogamanuyuttā viharanti upadhivivekaṃ apūrayamānā, navamajjhimakāle kīdisā ahesunti evaṃ ninditabbā honti, imaṃ nindaṃ, āvuso, labhantīti dassetīti evaṃ yojanā veditabbā."
s_000014_003_048,chunk_000014,sc_000014_003,48,4678,4705,Esa nayo majjhimanavavāresu.
s_000014_003_049,chunk_000014,sc_000014_003,49,4707,4723,Ayaṃ pana viseso.
s_000014_003_050,chunk_000014,sc_000014_003,50,4725,4779,Majjhimāti pañcavasse upādāya yāva nava vassā vuccanti.
s_000014_003_051,chunk_000014,sc_000014_003,51,4781,4810,Navāti ūnapañcavassā vuccanti.
s_000014_003_052,chunk_000014,sc_000014_003,52,4812,4991,"Yathā ca tattha navamajjhimakāle kīdisā ahesunti vuttaṃ, evamidha navakāle kīdisā ahesuṃ, therakāle kīdisā bhavissanti, majjhimatherakāle kīdisā bhavissantīti vatvā yojetabbaṃ. 32."
s_000014_003_053,chunk_000014,sc_000014_003,53,4993,5063,Imasmiñca kaṇhapakkhe vuttapaccanīkanayena sukkapakkhe attho veditabbo.
s_000014_003_054,chunk_000014,sc_000014_003,54,5065,5087,Ayaṃ panettha saṅkhepo.
s_000014_003_055,chunk_000014,sc_000014_003,55,5089,5399,"Ime vata therāpi samānā yojanaparamparāya araññavanapatthāni pantāni senāsanāni sevanti, gāmantasenāsanaṃ upagantuṃ yuttakālepi na upagacchanti, evaṃ jiṇṇasarīrāpi āraddhavīriyā paccayadāyakānaṃ pasādaṃ janenti, navamajjhimakāle kīdisā ahesunti iminā paṭhamena ṭhānena therā pāsaṃsā bhavanti, pasaṃsaṃ labhanti."
s_000014_003_056,chunk_000014,sc_000014_003,56,5401,5802,"Lobhādayo pahāya cittavivekaṃ pūrenti, ayampi mahāthero saddhivihārikaantevāsikaparivārito hutvā nisīdituṃ yuttakālepi īdisepi vaye vattamāne bhattakiccaṃ katvā paviṭṭho sāyaṃ nikkhamati, sāyaṃ paviṭṭho pāto nikkhamati, kasiṇaparikammaṃ karoti, samāpattiyo nibbatteti, maggaphalāni adhigacchati, sabbathāpi cittavivekaṃ pūretīti iminā dutiyena ṭhānena therā bhikkhū pāsaṃsā bhavanti, pasaṃsaṃ labhanti."
s_000014_004_057,chunk_000014,sc_000014_004,57,5804,6146,"Yasmiṃ kāle therassa paṭṭadukūlakoseyyādīni sukhasamphassāni lahucīvarādīni yuttāni, tasmimpi nāma kāle ayaṃ mahāthero paṃsukūlāni dhāreti, asithilaṃ sāsanaṃ gahetvā vigatanīvaraṇo phalasamāpattiṃ appetvā upadhivivekaṃ paripūrayamāno viharati, navamajjhimakāle kīdiso ahosīti iminā tatiyena ṭhānena therā pāsaṃsā bhavanti, pasaṃsaṃ labhantīti."
s_000014_004_058,chunk_000014,sc_000014_004,58,6148,6179,Esa nayo majjhimanavavāresu. 33.
s_000014_004_059,chunk_000014,sc_000014_004,59,6181,6436,"Tatrāvusoti ko anusandhi, evaṃ navahākārehi āmisadāyādapaṭipadaṃ garahanto, navahi dhammadāyādapaṭipadaṃ thomento, aṭṭhārasahākārehi desanaṃ niṭṭhāpetvā, ye te ‘‘yesañca dhammānaṃ satthā pahānamāha, te ca dhamme na pajahantī’’ti evaṃ pahātabbadhammā vuttā."
s_000014_004_060,chunk_000014,sc_000014_004,60,6438,6524,"Te sarūpato ‘‘ime te’’ti dassetumidaṃ ‘‘tatrāvuso, lobho cā’’tiādimāha, ayaṃ anusandhi."
s_000014_004_061,chunk_000014,sc_000014_004,61,6526,6566,Apica heṭṭhā pariyāyeneva dhammo kathito.
s_000014_004_062,chunk_000014,sc_000014_004,62,6568,6617,Āmisaṃ pana pariyāyenapi nippariyāyenapi kathitaṃ.
s_000014_004_063,chunk_000014,sc_000014_004,63,6619,6675,Idāni nippariyāyadhammaṃ lokuttaramaggaṃ kathetumidamāha.
s_000014_004_064,chunk_000014,sc_000014_004,64,6677,6698,Ayaṃ pettha anusandhi.
s_000014_004_065,chunk_000014,sc_000014_004,65,6700,6842,"Tattha tatrāti atītadesanānidassanaṃ, ‘‘satthu pavivittassa viharato sāvakā vivekaṃ nānusikkhantī’’tiādinā nayena vuttadesanāyanti vuttaṃ hoti."
s_000014_004_066,chunk_000014,sc_000014_004,66,6844,6931,"Lobho ca pāpako, doso ca pāpakoti ime dve dhammā pāpakā lāmakā, ime pahātabbāti dasseti."
s_000014_004_067,chunk_000014,sc_000014_004,67,6933,6962,Tattha lubbhanalakkhaṇo lobho.
s_000014_004_068,chunk_000014,sc_000014_004,68,6964,6984,Dussanalakkhaṇo doso.
