subchunk_id,chunk_id,order_idx,token_start,token_end_excl,token_count,pali_text
sc_000011_002,chunk_000011,2,80200,80400,200,"vijahatiyeva. Sarīsapasamphassena phuṭṭho cāpi anamatagge saṃsāre sīhabyagghādimukhesu anekavāraṃ parivattitapubbabhāvaṃ paccavekkhitvā avedhento kammaṭṭhānaṃ na vijahatiyeva padhāniyatthero viya. Ayaṃ ‘‘khamo jighacchāya…pe… sarīsapasamphassāna’’nti veditabbo. Theraṃ kira khaṇḍacelavihāre kaṇikārapadhāniyaghare ariyavaṃsaṃ suṇantaṃ ghoraviso sappo ḍaṃsi. Thero jānitvāpi pasannacitto nisinno dhammaṃyeva suṇāti. Visavego thaddho ahosi. Thero upasampadamaṇḍalaṃ ādiṃ katvā sīlaṃ paccavekkhitvā parisuddhasīlohamasmīti pītiṃ uppādesi. Saha pītuppādā visaṃ nivattitvā pathaviṃ pāvisi. Thero tattheva cittekaggataṃ labhitvā vipassanaṃ vaḍḍhetvā arahattaṃ pāpuṇi. Yo pana akkosavasena durutte duruttattāyeva ca durāgate api antimavatthusaññite vacanapathe sutvā khantiguṇaṃyeva paccavekkhitvā na vedhati dīghabhāṇakaabhayatthero viya. Ayaṃ ‘‘khamo duruttānaṃ durāgatānaṃ vacanapathāna’’nti veditabbo. Thero kira paccayasantosabhāvanārāmatāya mahāariyavaṃsappaṭipadaṃ kathesi, sabbo mahāgāmo āgacchati. Therassa mahāsakkāro uppajjati. Taṃ aññataro mahāthero adhivāsetuṃ asakkonto dīghabhāṇako ariyavaṃsaṃ kathemīti sabbarattiṃ kolāhalaṃ karosītiādīhi akkosi. Ubhopi ca attano attano vihāraṃ gacchantā gāvutamattaṃ ekapathena agamaṃsu. Sakalagāvutampi so taṃ akkosiyeva. Tato yattha dvinnaṃ vihārānaṃ maggo bhijjati, tattha ṭhatvā dīghabhāṇakatthero taṃ vanditvā ‘‘esa, bhante, tumhākaṃ maggo’’ti āha. So asuṇanto viya agamāsi. Theropi vihāraṃ gantvā pāde pakkhāletvā nisīdi. Tamenaṃ antevāsiko ‘‘kiṃ, bhante, sakalagāvutaṃ paribhāsantaṃ na kiñci avocutthā’’ti āha. Thero ‘‘khantiyeva, āvuso, mayhaṃ bhāro, na akkhanti. Ekapaduddhārepi kammaṭṭhānaviyogaṃ na passāmī’’ti āha. Ettha ca vacanameva vacanapathoti veditabbo. Yo pana uppannā sārīrikā vedanā dukkhamanaṭṭhena dukkhā, bahalaṭṭhena tibbā, pharusaṭṭhena kharā, tikhiṇaṭṭhena kaṭukā, assādavirahato asātā, manaṃ avaḍḍhanato amanāpā, pāṇaharaṇasamatthatāya pāṇaharā adhivāsetiyeva, na vedhati. Evaṃ sabhāvo hoti"
sc_000011_003,chunk_000011,3,80400,80600,200,"cittalapabbate padhāniyatthero viya. Ayaṃ ‘‘uppannānaṃ…pe… adhivāsanajātiko’’ti veditabbo. Therassa kira rattiṃ padhānena vītināmetvā ṭhitassa udaravāto uppajji. So taṃ adhivāsetuṃ asakkonto āvattati parivattati. Tamenaṃ caṅkamapasse ṭhito piṇḍapātiyatthero āha ‘‘āvuso, pabbajito nāma adhivāsanasīlo hotī’’ti. So ‘‘sādhu, bhante’’ti adhivāsetvā niccalo sayi. Vāto nābhito yāva hadayaṃ phāleti. Thero vedanaṃ vikkhambhetvā vipassanto muhuttena anāgāmī hutvā parinibbāyīti. Yañhissāti sītādīsu yaṃkiñci ekadhammampi assa. Anadhivāsayatoti anadhivāsentassa akkhamantassa. Sesaṃ vuttanayameva. Āsavuppatti panettha evaṃ veditabbā. Sītena phuṭṭhassa uṇhaṃ patthayantassa kāmāsavo uppajjati, evaṃ sabbattha. Natthi no sampattibhave sugatibhave sītaṃ vā uṇhaṃ vāti bhavaṃ patthayantassa bhavāsavo. Mayhaṃ sītaṃ uṇhanti gāho diṭṭhāsavo. Sabbeheva sampayutto avijjāsavoti. ‘‘Ime vuccanti…pe… adhivāsanā pahātabbā’’ti ime sītādīsu ekamekassa vasena cattāro cattāro katvā aneke āsavā imāya khantisaṃvarasaṅkhātāya adhivāsanāya pahātabbāti vuccantīti attho. Ettha ca yasmā ayaṃ khanti sītādidhamme adhivāseti, attano upari āropetvā vāsetiyeva. Na asahamānā hutvā nirassati, tasmā ‘‘adhivāsanā’’ti vuccatīti veditabbā. Adhivāsanāpahātabbaāsavavaṇṇanā niṭṭhitā. Parivajjanāpahātabbaāsavavaṇṇanā 25. Paṭisaṅkhā yoniso caṇḍaṃ hatthiṃ parivajjetīti ahaṃ samaṇoti caṇḍassa hatthissa āsanne na ṭhātabbaṃ. Tatonidānañhi maraṇampi siyā maraṇamattampi dukkhanti evaṃ upāyena pathena paccayena paccavekkhitvā caṇḍaṃ hatthiṃ parivajjeti paṭikkamati. Esa nayo sabbattha. Caṇḍanti ca duṭṭhaṃ, vāḷanti vuttaṃ hoti. Khāṇunti khadirakhāṇuādiṃ. Kaṇṭakaṭṭhānanti kaṇṭakānaṃ ṭhānaṃ, yattha kaṇṭakā vijjanti, taṃ okāsanti vuttaṃ hoti. Sobbhanti sabbato paricchinnataṭaṃ. Papātanti ekato chinnataṭaṃ. Candanikanti ucchiṭṭhodakagabbhamalādīnaṃ chaḍḍanaṭṭhānaṃ. Oḷigallanti tesaṃyeva sakaddamādīnaṃ sandanokāsaṃ. Taṃ jaṇṇumattampi asucibharitaṃ hoti, dvepi cetāni ṭhānāni"
sc_000011_004,chunk_000011,4,80600,80800,200,"amanussaduṭṭhāni honti. Tasmā tāni vajjetabbāni. Anāsaneti ettha pana ayuttaṃ āsanaṃ anāsanaṃ, taṃ atthato aniyatavatthukaṃ rahopaṭicchannāsananti veditabbaṃ. Agocareti etthapi ca ayutto gocaro agocaro, so vesiyādibhedato pañcavidho. Pāpake mitteti lāmake dussīle mittapatirūpake, amitte vā. Bhajantanti sevamānaṃ. Viññū sabrahmacārīti paṇḍitā buddhisampannā sabrahmacārayo, bhikkhūnametaṃ adhivacanaṃ. Te hi ekakammaṃ ekuddeso samasikkhatāti imaṃ brahmaṃ samānaṃ caranti, tasmā sabrahmacārīti vuccanti. Pāpakesu ṭhānesūti lāmakesu ṭhānesu. Okappeyyunti saddaheyyuṃ, adhimucceyyuṃ ‘‘addhā ayamāyasmā akāsi vā karissati vā’’ti. Yañhissāti hatthiādīsu yaṃkiñci ekampi assa. Sesaṃ vuttanayameva. Āsavuppatti panettha evaṃ veditabbā. Hatthiādinidānena dukkhena phuṭṭhassa sukhaṃ patthayato kāmāsavo uppajjati. Natthi no sampattibhave sugatibhave īdisaṃ dukkhanti bhavaṃ patthentassa bhavāsavo. Maṃ hatthī maddati, maṃ assoti gāho diṭṭhāsavo. Sabbeheva sampayutto avijjāsavoti. Ime vuccanti…pe… parivajjanā pahātabbāti ime hatthiādīsu ekekassa vasena cattāro cattāro katvā aneke āsavā iminā sīlasaṃvarasaṅkhātena parivajjanena pahātabbāti vuccantīti veditabbā. Parivajjanāpahātabbaāsavavaṇṇanā niṭṭhitā. Vinodanāpahātabbaāsavavaṇṇanā 26. Paṭisaṅkhā yoniso uppannaṃ kāmavitakkaṃ nādhivāsetīti ‘‘iti pāyaṃ vitakko akusalo, itipi sāvajjo, itipi dukkhavipāko, so ca kho attabyābādhāya saṃvattatī’’tiādinā nayena yoniso kāmavitakke ādīnavaṃ paccavekkhitvā tasmiṃ tasmiṃ ārammaṇe uppannaṃ jātamabhinibbattaṃ kāmavitakkaṃ nādhivāseti, cittaṃ āropetvā na vāseti, abbhantare vā na vāsetītipi attho. Anadhivāsento kiṃ karotīti? Pajahati chaḍḍeti. Kiṃ kacavaraṃ viya piṭakenāti? Na hi, apica kho naṃ vinodeti tudati vijjhati nīharati. Kiṃ balibaddaṃ viya patodenāti? Na hi, atha kho naṃ byantīkaroti vigatantaṃ karoti. Yathāssa antopi nāvasissati antamaso bhaṅgamattampi,"
sc_000011_005,chunk_000011,5,80800,81000,200,"tathā naṃ karoti. Kathaṃ pana naṃ tathā karotīti? Anabhāvaṃ gametīti anu anu abhāvaṃ gameti, vikkhambhanappahānena yathā suvikkhambhito hoti, tathā karotīti vuttaṃ hoti. Esa nayo byāpādavihiṃsāvitakkesu. Ettha ca kāmavitakkoti ‘‘yo kāmapaṭisaṃyutto takko vitakko micchāsaṅkappo’’ti vibhaṅge (vibha. 910) vutto. Esa nayo itaresu. Uppannuppanneti uppanne uppanne, uppannamatteyevāti vuttaṃ hoti. Sakiṃ vā uppanne vinodetvā dutiyavāre ajjhupekkhitā na hoti, satakkhattumpi uppanne uppanne vinodetiyeva. Pāpake akusaleti lāmakaṭṭhena pāpake, akosallatāya akusale. Dhammeti teyeva kāmavitakkādayo sabbepi vā nava mahāvitakke. Tattha tayo vuttā eva. Avasesā ‘‘ñātivitakko janapadavitakko amaravitakko parānuddayatāpaṭisaṃyutto vitakko lābhasakkārasilokapaṭisaṃyutto vitakko anavaññattipaṭisaṃyutto vitakko’’ti (mahāni. 207) ime cha. Yañhissāti etesu vitakkesu yaṃkiñci assa, sesaṃ vuttanayameva. Kāmavitakko panettha kāmāsavo eva. Tabbiseso bhavāsavo. Taṃsampayutto diṭṭhāsavo. Sabbavitakkesu avijjāsavoti evaṃ āsavuppattipi veditabbā. Ime vuccanti…pe… vinodanā pahātabbāti ime kāmavitakkādivasena vuttappakārā āsavā iminā tasmiṃ tasmiṃ vitakke ādīnavapaccavekkhaṇasahitena vīriyasaṃvarasaṅkhātena vinodanena pahātabbāti vuccantīti veditabbā. Vinodanāpahātabbaāsavavaṇṇanā niṭṭhitā. Bhāvanāpahātabbaāsavavaṇṇanā 27. Paṭisaṅkhā yoniso satisambojjhaṅgaṃ bhāvetīti abhāvanāya ādīnavaṃ, bhāvanāya ca ānisaṃsaṃ upāyena pathena paccavekkhitvā satisambojjhaṅgaṃ bhāveti, esa nayo sabbattha. Ettha ca kiñcāpi ime uparimaggattayasamayasambhūtā lokuttarabojjhaṅgā eva adhippetā, tathāpi ādikammikānaṃ bojjhaṅgesu asammohatthaṃ lokiyalokuttaramissakena nesaṃ nayena atthavaṇṇanaṃ karissāmi."" ""AtDigha,Majjhima,Samyutta,AnguttaraNikayaComy_0027"",""Idha pana lokiyanayaṃ pahāya lokuttaranayo eva gahetabbo. Tattha satisambojjhaṅgantiādinā nayena vuttānaṃ sattannaṃ ādipadānaṃyeva tāva – Atthato lakkhaṇādīhi, kamato ca vinicchayo; Anūnādhikato ceva, viññātabbo vibhāvinā. Tattha satisambojjhaṅge tāva saraṇaṭṭhena sati. Sā panesā upaṭṭhānalakkhaṇā, apilāpanalakkhaṇā vā. Vuttampi"
sc_000011_006,chunk_000011,6,81000,81200,200,"hetaṃ ‘‘yathā, mahārāja, rañño bhaṇḍāgāriko rañño sāpateyyaṃ apilāpeti, ettakaṃ, mahārāja, hiraññaṃ, ettakaṃ suvaṇṇaṃ, ettakaṃ sāpateyyanti, evameva kho, mahārāja, sati uppajjamānā kusalākusalasāvajjānavajjahīnapaṇītakaṇhasukkasappaṭibhāge dhamme apilāpeti. Ime cattāro satipaṭṭhānā’’ti (mi. pa. 2.1.13) vitthāro. Apilāpanarasā. Kiccavaseneva hissa etaṃ lakkhaṇaṃ therena vuttaṃ. Asammosarasā vā. Gocarābhimukhabhāvapaccupaṭṭhānā. Sati eva sambojjhaṅgo satisambojjhaṅgo. Tattha bodhiyā bodhissa vā aṅgoti bojjhaṅgo. Kiṃ vuttaṃ hoti? Yā hi ayaṃ dhammasāmaggī, yāya lokiyalokuttaramaggakkhaṇe uppajjamānāya līnuddhaccapatiṭṭhānāyūhana-kāmasukhattakilamathānuyoga-ucchedasassatābhinivesādīnaṃ anekesaṃ upaddavānaṃ paṭipakkhabhūtāya satidhammavicayavīriyapītipassaddhisamādhiupekkhāsaṅkhātāya dhammasāmaggiyā ariyasāvako bujjhatīti katvā ‘‘bodhī’’ti vuccati. Bujjhatīti kilesasantānaniddāya uṭṭhahati, cattāri vā ariyasaccāni paṭivijjhati, nibbānameva vā sacchikarotīti vuttaṃ hoti. Yathāha ‘‘satta bojjhaṅge bhāvetvā anuttaraṃ sammāsambodhiṃ abhisambuddho’’ti. Tassā dhammasāmaggisaṅkhātāya bodhiyā aṅgotipi bojjhaṅgo, jhānaṅgamaggaṅgādayo viya. Yopesa yathāvuttappakārāya etāya dhammasāmaggiyā bujjhatīti katvā ariyasāvako ‘‘bodhī’’ti vuccati, tassa bodhissa aṅgotipi bojjhaṅgo, senaṅgarathaṅgādayo viya. Tenāhu aṭṭhakathācariyā ‘‘bujjhanakassa puggalassa aṅgāti vā bojjhaṅgā’’ti. Apica ‘‘bojjhaṅgāti kenaṭṭhena bojjhaṅgā? Bodhāya saṃvattantīti bojjhaṅgā, bujjhantīti bojjhaṅgā, anubujjhantīti bojjhaṅgā, paṭibujjhantīti bojjhaṅgā, sambujjhantīti bojjhaṅgā’’tiādinā (paṭi. ma. 3.17) paṭisambhidānayenāpi attho veditabbo. Pasattho sundaro vā bojjhaṅgoti sambojjhaṅgo. Evaṃ sati eva sambojjhaṅgo satisambojjhaṅgo. Taṃ satisambojjhaṅgaṃ. Evaṃ tāva ekassa ādipadassa atthato lakkhaṇādīhi ca vinicchayo viññātabbo. Dutiyādīsu pana catusaccadhamme vicinātīti dhammavicayo. So pana vicayalakkhaṇo, obhāsanaraso, asammohapaccupaṭṭhāno. Vīrabhāvato vidhinā īrayitabbato ca vīriyaṃ. Taṃ paggahalakkhaṇaṃ, upatthambhanarasaṃ, anosīdanapaccupaṭṭhānaṃ. Pīṇayatīti pīti. Sā pharaṇalakkhaṇā, tuṭṭhilakkhaṇā vā, kāyacittānaṃ pīṇanarasā, tesaṃyeva odagyapaccupaṭṭhānā. Kāyacittadarathapassambhanato passaddhi. Sā upasamalakkhaṇā, kāyacittadarathanimmaddanarasā, āyacittānaṃ aparipphandanabhūtasītibhāvapaccupaṭṭhānā. Samādhānato samādhi. So"
sc_000011_007,chunk_000011,7,81200,81400,200,"avikkhepalakkhaṇo, avisāralakkhaṇo vā, cittacetasikānaṃ sampiṇḍanaraso, cittaṭṭhitipaccupaṭṭhāno. Ajjhupekkhanato upekkhā. Sā paṭisaṅkhānalakkhaṇā, samavāhitalakkhaṇā vā, ūnādhikatānivāraṇarasā, pakkhapātupacchedarasā vā, majjhattabhāvapaccupaṭṭhānā. Sesaṃ vuttanayameva. Evaṃ sesapadānampi atthato lakkhaṇādīhi ca vinicchayo viññātabbo. Kamatoti ettha ca ‘‘satiñca khvāhaṃ, bhikkhave, sabbatthikaṃ vadāmī’’ti (saṃ. ni. 5.234) vacanato sabbesaṃ sesabojjhaṅgānaṃ upakārakattā satisambojjhaṅgova paṭhamaṃ vutto. Tato paraṃ ‘‘so tathā sato viharanto taṃ dhammaṃ paññāya pavicinatī’’tiādinā (vibha. 469) nayena sesabojjhaṅgānaṃ pubbāpariyavacane payojanaṃ sutteyeva vuttaṃ. Evamettha kamatopi vinicchayo viññātabbo. Anūnādhikatoti kasmā pana bhagavatā satteva bojjhaṅgā vuttā anūnā anadhikāti. Līnuddhaccapaṭipakkhato sabbatthikato ca. Ettha hi tayo bojjhaṅgā līnassa paṭipakkhā. Yathāha – ‘‘yasmiñca kho, bhikkhave, samaye līnaṃ cittaṃ hoti, kālo tasmiṃ samaye dhammavicayasambojjhaṅgassa bhāvanāya, kālo vīriyasambojjhaṅgassa bhāvanāya, kālo pītisambojjhaṅgassa bhāvanāyā’’ti (saṃ. ni. 5.234). Tayo uddhaccassa paṭipakkhā. Yathāha – ‘‘yasmiñca kho, bhikkhave, samaye uddhataṃ cittaṃ hoti, kālo tasmiṃ samaye passaddhisambojjhaṅgassa bhāvanāya, kālo samādhisambojjhaṅgassa bhāvanāya, kālo upekkhāsambojjhaṅgassa bhāvanāyā’’ti (saṃ. ni. 5.234). Eko panettha sabbatthiko. Yathāha – ‘‘satiñca khvāhaṃ, bhikkhave, sabbatthikaṃ vadāmī’’ti. ‘‘Sabbatthaka’’ntipi pāṭho, dvinnampi sabbattha icchitabbanti attho. Evaṃ līnuddhaccapaṭipakkhato sabbatthikato ca satteva bojjhaṅgā vuttā anūnā anadhikāti, evamettha anūnādhikatopi vinicchayo viññātabbo. Evaṃ tāva ‘‘satisambojjhaṅga’’ntiādinā nayena vuttānaṃ sattannaṃ ādipadānaṃyeva atthavaṇṇanaṃ ñatvā idāni bhāveti vivekanissitantiādīsu evaṃ ñātabbā. Bhāvetīti vaḍḍheti, attano cittasantāne punappunaṃ janeti abhinibbattetīti attho. Vivekanissitanti viveke nissitaṃ. Vivekoti"
sc_000011_008,chunk_000011,8,81400,81600,200,
sc_000011_009,chunk_000011,9,81600,81800,200,
sc_000011_010,chunk_000011,10,81800,82000,200,
sc_000011_011,chunk_000011,11,82000,82200,200,
sc_000011_012,chunk_000011,12,82200,82400,200,
sc_000011_013,chunk_000011,13,82400,82600,200,
sc_000011_014,chunk_000011,14,82600,82800,200,
sc_000011_015,chunk_000011,15,82800,83000,200,
sc_000011_016,chunk_000011,16,83000,83200,200,
sc_000011_017,chunk_000011,17,83200,83400,200,
sc_000011_018,chunk_000011,18,83400,83600,200,
sc_000011_019,chunk_000011,19,83600,83800,200,
sc_000011_020,chunk_000011,20,83800,84000,200,
sc_000011_021,chunk_000011,21,84000,84200,200,
sc_000011_022,chunk_000011,22,84200,84400,200,
sc_000011_023,chunk_000011,23,84400,84600,200,
sc_000011_024,chunk_000011,24,84600,84800,200,
sc_000011_025,chunk_000011,25,84800,85000,200,
sc_000011_026,chunk_000011,26,85000,85200,200,
sc_000011_027,chunk_000011,27,85200,85400,200,
sc_000011_028,chunk_000011,28,85400,85600,200,
sc_000011_029,chunk_000011,29,85600,85800,200,
sc_000011_030,chunk_000011,30,85800,86000,200,
sc_000011_031,chunk_000011,31,86000,86200,200,
sc_000011_032,chunk_000011,32,86200,86400,200,
sc_000011_033,chunk_000011,33,86400,86600,200,
sc_000011_034,chunk_000011,34,86600,86800,200,
sc_000011_035,chunk_000011,35,86800,87000,200,
sc_000011_036,chunk_000011,36,87000,87200,200,
sc_000011_037,chunk_000011,37,87200,87400,200,
sc_000011_038,chunk_000011,38,87400,87600,200,
sc_000011_039,chunk_000011,39,87600,87800,200,
sc_000011_040,chunk_000011,40,87800,88000,200,
sc_000012_001,chunk_000012,1,88000,88200,200,"vivittatā. Svāyaṃ tadaṅgaviveko vikkhambhanasamucchedapaṭippassaddhi nissaraṇavivekoti pañcavidho. Tassa nānattaṃ ‘‘ariyadhamme avinīto’’ti ettha vuttanayeneva veditabbaṃ. Ayameva hi tattha vinayoti vutto. Evaṃ etasmiṃ pañcavidhe viveke. Vivekanissitanti tadaṅgavivekanissitaṃ samucchedavivekanissitaṃ nissaraṇavivekanissitañca satisambojjhaṅgaṃ bhāvetīti ayamattho veditabbo. Tathā hi ayaṃ bojjhaṅgabhāvanānuyutto yogī vipassanākkhaṇe kiccato tadaṅgavivekanissitaṃ, ajjhāsayato nissaraṇavivekanissitaṃ, maggakāle pana kiccato samucchedavivekanissitaṃ, ārammaṇato nissaraṇavivekanissitaṃ satisambojjhaṅgaṃ bhāveti. Pañcavidhavivekanissitantipi eke, te hi na kevalaṃ balavavipassanāmaggaphalakkhaṇesu eva bojjhaṅge uddharanti, vipassanāpādakakasiṇajjhānaānāpānāsubhabrahmavihārajjhānesupi uddharanti. Na ca paṭisiddhā aṭṭhakathācariyehi. Tasmā tesaṃ matena etesaṃ jhānānaṃ pavattikkhaṇe kiccato eva vikkhambhanavivekanissitaṃ. Yathā ca ‘‘vipassanākkhaṇe ajjhāsayato nissaraṇavivekanissita’’nti vuttaṃ, evaṃ paṭippassaddhivivekanissitampi bhāvetīti vattuṃ vaṭṭati. Esa nayo virāganissitādīsu. Vivekaṭṭhā eva hi virāgādayo. Kevalañhettha vossaggo duvidho pariccāgavossaggo ca pakkhandanavossaggo cāti. Tattha pariccāgavossaggoti vipassanākkhaṇe ca tadaṅgavasena, maggakkhaṇe ca samucchedavasena kilesappahānaṃ. Pakkhandanavossaggoti vipassanākkhaṇe tanninnabhāvena, maggakkhaṇe pana ārammaṇakaraṇena nibbānapakkhandanaṃ. Tadubhayampi imasmiṃ lokiyalokuttaramissake atthavaṇṇanānaye vaṭṭati. Tathā hi ayaṃ satisambojjhaṅgo yathāvuttena pakārena kilese pariccajati, nibbānañca pakkhandati. Vossaggapariṇāminti iminā pana sakalena vacanena vossaggattaṃ pariṇamantaṃ pariṇatañca paripaccantaṃ paripakkañcāti. Idaṃ vuttaṃ hoti ‘‘ayañhi bojjhaṅgabhāvanānuyutto bhikkhu yathā satisambojjhaṅgo kilesapariccāgavossaggattaṃ nibbānapakkhandanavossaggattañca paripaccati, yathā ca paripakko hoti, tathā naṃ bhāvetī’’ti. Esa nayo sesabojjhaṅgesu. Idha pana nibbānaṃyeva sabbasaṅkhatehi vivittattā viveko, sabbesaṃ virāgabhāvato virāgo, nirodhabhāvato nirodhoti vuttaṃ. Maggo eva ca vossaggapariṇāmī, tasmā satisambojjhaṅgaṃ bhāveti vivekaṃ ārammaṇaṃ katvā pavattiyā vivekanissitaṃ. Tathā virāganissitaṃ nirodhanissitaṃ. Tañca kho ariyamaggakkhaṇuppattiyā kilesānaṃ samucchedato pariccāgabhāvena ca nibbānapakkhandanabhāvena ca pariṇataṃ paripakkanti ayameva attho"
sc_000012_002,chunk_000012,2,88200,88400,200,"daṭṭhabbo. Esa nayo sesabojjhaṅgesu. Yañhissāti etesu bojjhaṅgesu yaṃkiñci assa. Sesaṃ vuttanayameva. Āsavuppattiyaṃ panettha imesaṃ uparimaggattayasampayuttānaṃ bojjhaṅgānaṃ abhāvitattā ye uppajjeyyuṃ kāmāsavo bhavāsavo avijjāsavoti tayo āsavā, bhāvayato evaṃsa te āsavā na hontīti ayaṃ nayo veditabbo. Ime vuccanti…pe… bhāvanā pahātabbāti ime tayo āsavā imāya maggattayasampayuttāya bojjhaṅgabhāvanāya pahātabbāti vuccantīti veditabbā. 28. Idāni imehi sattahākārehi pahīnāsavaṃ bhikkhuṃ thomento āsavappahāne cassa ānisaṃsaṃ dassento eteheva ca kāraṇehi āsavappahāne sattānaṃ ussukkaṃ janento yato kho, bhikkhave…pe… antamakāsi dukkhassāti āha. Tattha yato khoti sāmivacane tokāro, yassa khoti vuttaṃ hoti. Porāṇā pana yasmiṃ kāleti vaṇṇayanti. Ye āsavā dassanā pahātabbāti ye āsavā dassanena pahātabbā, te dassaneneva pahīnā honti, na appahīnesuyeva pahīnasaññī hoti. Evaṃ sabbattha vitthāro. Sabbāsavasaṃvarasaṃvutoti sabbehi āsavapidhānehi pihito, sabbesaṃ vā āsavānaṃ pidhānehi pihito. Acchecchi taṇhanti sabbampi taṇhaṃ chindi, saṃchindi samucchindi. Vivattayi saṃyojananti dasavidhampi saṃyojanaṃ parivattayi nimmalamakāsi. Sammāti hetunā kāraṇena. Mānābhisamayāti mānassa dassanābhisamayā pahānābhisamayā ca. Arahattamaggo hi kiccavasena mānaṃ passati, ayamassa dassanābhisamayo. Tena diṭṭho pana so tāvadeva pahīyati diṭṭhavisena diṭṭhasattānaṃ jīvitaṃ viya. Ayamassa pahānābhisamayo. Antamakāsi dukkhassāti evaṃ arahattamaggena sammā mānassa diṭṭhattā pahīnattā ca ye ime ‘‘kāyabandhanassa anto jīrati (cūḷava. 278). Haritantaṃ vā’’ti (ma. ni. 1.304) evaṃ vuttaantimamariyādanto ca, ‘‘antamidaṃ, bhikkhave, jīvikāna’’nti (itivu. 91; saṃ. ni. 3.80) evaṃ vuttalāmakanto ca, ‘‘sakkāyo eko anto’’ti (a. ni. 6.61) evaṃ vuttakoṭṭhāsanto ca, ‘‘esevanto dukkhassa sabbapaccayasaṅkhayā’’ti (saṃ."
sc_000012_003,chunk_000012,3,88400,88600,200,"ni. 2.51) evaṃ vuttakoṭanto cāti evaṃ cattāro antā, tesu sabbasseva vaṭṭadukkhassa antaṃ catutthakoṭisaṅkhātaṃ antimakoṭisaṅkhātaṃ antamakāsi paricchedaṃ parivaṭumaṃ akāsi. Antimasamussayamattāvasesaṃ dukkhaṃ akāsīti vuttaṃ hoti. Attamanā te bhikkhūti sakamanā tuṭṭhamanā, pītisomanassehi vā sampayuttamanā hutvā. Bhagavato bhāsitaṃ abhinandunti idaṃ dukkhassa antakiriyāpariyosānaṃ bhagavato bhāsitaṃ sukathitaṃ sulapitaṃ, evametaṃ bhagavā evametaṃ sugatāti matthakena sampaṭicchantā abbhanumodiṃsūti. Sesamettha yaṃ na vuttaṃ, taṃ pubbe vuttattā ca suviññeyyattā ca na vuttaṃ. Tasmā sabbaṃ vuttānusārena anupadaso paccavekkhitabbaṃ. Bhāvanāpahātabbaāsavavaṇṇanā niṭṭhitā. Papañcasūdaniyā majjhimanikāyaṭṭhakathāya Sabbāsavasuttavaṇṇanā niṭṭhitā. 3. Dhammadāyādasuttavaṇṇanā 29. Evaṃ me sutanti dhammadāyādasuttaṃ. Yasmā panassa aṭṭhuppattiko nikkhepo, tasmā taṃ dassetvā vassa apubbapadavaṇṇanaṃ karissāma. Katarāya ca panidaṃ aṭṭhuppattiyā nikkhittanti. Lābhasakkāre. Bhagavato kira mahālābhasakkāro uppajji. Yathā taṃ cattāro asaṅkhyeyye pūritadānapāramīsañcayassa. Sabbadisāsu yamakamahāmegho vuṭṭhahitvā mahoghaṃ viya sabbapāramiyo ekasmiṃ attabhāve vipākaṃ dassāmāti sampiṇḍitā viya lābhasakkāramahoghaṃ nibbattayiṃsu. Tato tato annapānayānavatthamālāgandhavilepanādihatthā khattiyabrāhmaṇādayo āgantvā – ‘‘kahaṃ buddho, kahaṃ bhagavā, kahaṃ devadevo, narāsabho, purisasīho’’ti bhagavantaṃ pariyesanti. Sakaṭasatehipi paccaye āharitvā okāsaṃ alabhamānā samantā gāvutappamāṇampi sakaṭadhurena sakaṭadhuramāhaccatiṭṭhanti ceva anubandhanti ca. Andhakavindabrāhmaṇādayo viya. Sabbaṃ khandhake tesu tesu suttesu ca āgatanayeneva veditabbaṃ. Yathā ca bhagavato, evaṃ bhikkhusaṅghassāpi. Vuttampi cetaṃ – ‘‘tena kho pana samayena bhagavā sakkato hoti garukato mānito pūjito apacito lābhī cīvarapiṇḍapātasenāsanagilānapaccayabhesajjaparikkhārānaṃ, bhikkhusaṅghopi kho sakkato hoti…pe… parikkhārāna’’nti (udā. 14). Tathā – ‘‘yāvatā kho, cunda, etarahi saṅgho vā gaṇo vā loke uppanno, nāhaṃ, cunda, aññaṃ ekasaṅghampi"
